SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W1/GM-074,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Flynn Hill,582,1910,-72.8933,44.5567,-72.8933,44.5567,1,0,01/09/2009,31/12/2099,0,,
W1/GM-075,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Stewart Hill,491,1610,-72.9744,44.5719,-72.9744,44.5719,1,0,01/09/2009,31/12/2099,4,28/09/2025,W1IR
W1/GM-076,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3688,1124,3688,-72.8842,44.2936,-72.8842,44.2936,8,3,01/09/2009,31/12/2099,14,08/10/2025,W3QP
W1/GM-077,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Spruce Mountain,924,3030,-72.355,44.2347,-72.355,44.2347,4,3,01/09/2009,31/12/2099,20,29/06/2025,KC2WLR
W1/GM-078,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Wintergreen Mountain,497,1630,-72.8633,44.7283,-72.8633,44.7283,1,0,01/09/2009,31/12/2099,0,,
W1/GM-079,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Monastery Mountain,983,3224,-72.9381,43.9072,-72.9381,43.9072,4,3,01/09/2009,31/12/2099,0,,
W1/GM-080,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bromley Mountain,1000,3281,-72.94,43.2278,-72.94,43.2278,6,3,01/09/2009,31/12/2099,33,05/10/2025,WB2LJK/P
W1/GM-081,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 948M+,951,3120,-72.9694,42.8492,-72.9694,42.8492,4,3,01/09/2009,31/12/2099,0,,
W1/GM-082,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Red Mountain,867,2846,-73.1678,43.1081,-73.1678,43.1081,2,3,01/09/2009,31/12/2099,0,,
W1/GM-083,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Clark Mountain,599,1965,-73.0169,43.4344,-73.0169,43.4344,1,0,01/09/2009,31/12/2099,0,,
W1/GM-084,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2000+,613,2010,-72.9922,44.2908,-72.9922,44.2908,1,0,01/09/2009,31/12/2099,0,,
W1/GM-085,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Wolf Hill,855,2805,-72.7875,43.7094,-72.7875,43.7094,2,3,01/09/2009,31/12/2099,0,,
W1/GM-086,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Burnt Mountain,688,2257,-72.3117,44.3358,-72.3117,44.3358,1,0,01/09/2009,31/12/2099,1,14/06/2025,KC1WPI
W1/GM-087,USA - CT / ME / MA / NH / RI / VT,Green Mountains,North Jay Peak,1048,3438,-72.5361,44.9578,-72.5361,44.9578,6,3,01/09/2009,31/12/2099,3,30/06/2023,VA2EO/W1
W1/GM-088,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Ledges,572,1877,-72.3942,44.5803,-72.3942,44.5803,1,0,01/09/2009,31/12/2099,0,,
W1/GM-089,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3172,967,3172,-72.7642,44.6144,-72.7642,44.6144,4,3,01/09/2009,31/12/2099,0,,
W1/GM-090,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Ball Hill,570,1870,-72.6275,43.3619,-72.6275,43.3619,1,0,01/09/2009,31/12/2099,1,09/05/2018,W1DMH
W1/GM-091,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Shatterack Mountain,731,2398,-73.1975,43.225,-73.1975,43.225,1,0,01/09/2009,31/12/2099,0,,
W1/GM-092,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bear Mountain,685,2247,-72.9381,43.4706,-72.9381,43.4706,1,0,01/09/2009,31/12/2099,2,12/07/2020,KB1HQS
W1/GM-093,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Worth Mountain,986,3234,-72.9636,43.91,-72.9636,43.91,4,3,01/09/2009,31/12/2099,1,08/10/2017,KC1APK
W1/GM-094,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Kirby Mountain,838,2750,-71.907,44.5516,-71.907,44.5516,2,3,01/09/2009,31/12/2099,0,,
W1/GM-095,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Hogback,397,1304,-73.1286,44.2186,-73.1286,44.2186,1,0,01/09/2009,31/12/2099,1,21/08/2016,K1ZK
W1/GM-096,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Butterfield Mountain,965,3167,-72.3392,44.1833,-72.3392,44.1833,4,3,01/09/2009,31/12/2099,4,15/03/2025,WB2LJK/P
W1/GM-097,USA - CT / ME / MA / NH / RI / VT,Green Mountains,East Mountain,849,2787,-72.7517,43.6525,-72.7517,43.6525,2,3,01/09/2009,31/12/2099,0,,
W1/GM-098,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Gilpin Mountain,919,3015,-72.4947,44.9083,-72.4947,44.9083,4,3,01/09/2009,31/12/2099,12,20/12/2025,WB2LJK/P
W1/GM-100,USA - CT / ME / MA / NH / RI / VT,Green Mountains,South Mountain,969,3179,-72.7639,43.3769,-72.7639,43.3769,4,3,01/09/2009,31/12/2099,1,13/12/2025,WB2LJK/P
W1/GM-101,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Gillespie Mountain,901,2956,-72.8758,43.9561,-72.8758,43.9561,4,3,01/09/2009,31/12/2099,0,,
W1/GM-102,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Leach Hill,428,1404,-72.8478,44.8522,-72.8478,44.8522,1,0,01/09/2009,31/12/2099,0,,
W1/GM-103,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bartlett Hill,430,1410,-72.845,44.6689,-72.845,44.6689,1,0,01/09/2009,31/12/2099,0,,
W1/GM-104,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Ephraim,454,1490,-72.5142,43.2511,-72.5142,43.2511,1,0,01/09/2009,31/12/2099,5,25/07/2025,AC1JR
W1/GM-105,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Carmel,1026,3365,-72.9203,43.7742,-72.9203,43.7742,6,3,01/09/2009,31/12/2099,1,15/10/2022,KG6CIH
W1/GM-106,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2465,751,2465,-72.895,43.5353,-72.895,43.5353,1,0,01/09/2009,31/12/2099,0,,
W1/GM-107,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 876M+,879,2884,-72.8728,43.3597,-72.8728,43.3597,2,3,01/09/2009,31/12/2099,0,,
W1/GM-108,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bird Mountain,675,2216,-73.1158,43.5861,-73.1158,43.5861,1,0,01/09/2009,31/12/2099,3,15/06/2025,KC2WLR
W1/GM-109,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pine Hill,438,1436,-73.0158,43.6469,-73.0158,43.6469,1,0,01/09/2009,31/12/2099,0,,
W1/GM-110,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Elan Hill,631,2071,-71.9923,44.8795,-71.9923,44.8795,1,0,01/09/2009,31/12/2099,2,26/08/2023,K1MUU
W1/GM-111,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Sable Mountain,800,2625,-72.7692,43.7444,-72.7692,43.7444,2,3,01/09/2009,31/12/2099,1,13/01/2015,N1CAI
W1/GM-112,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1982,604,1982,-72.2789,43.9808,-72.2789,43.9808,1,0,01/09/2009,31/12/2099,0,,
W1/GM-113,USA - CT / ME / MA / NH / RI / VT,Green Mountains,BM Macmaster,471,1545,-72.5442,43.1872,-72.5442,43.1872,1,0,01/09/2009,31/12/2099,1,10/06/2017,N1WGU
W1/GM-114,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Putney Mountain,513,1683,-72.5956,43.0044,-72.5956,43.0044,1,0,01/09/2009,31/12/2099,13,18/10/2024,N1AIA
W1/GM-115,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Hadley Mountain,752,2467,-72.5075,44.7569,-72.5075,44.7569,1,0,01/09/2009,31/12/2099,0,,
W1/GM-116,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bear Mountain,1006,3301,-73.1667,43.2008,-73.1667,43.2008,6,3,01/09/2009,31/12/2099,0,,
W1/GM-117,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Round Knoll,591,1939,-72.3842,44.4561,-72.3842,44.4561,1,0,01/09/2009,31/12/2099,0,,
W1/GM-118,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1460+,448,1470,-72.9778,44.3744,-72.9778,44.3744,1,0,01/09/2009,31/12/2099,1,31/12/2023,KC1KUW
W1/GM-119,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Dome,838,2748,-73.1706,42.7789,-73.1706,42.7789,2,3,01/09/2009,31/12/2099,3,01/08/2017,W1/VA2IEI
W1/GM-120,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2325,709,2325,-73.05,44.0994,-73.05,44.0994,1,0,01/09/2009,31/12/2099,0,,
W1/GM-121,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3022,921,3022,-72.8881,43.7511,-72.8881,43.7511,4,3,01/09/2009,31/12/2099,1,15/10/2022,KG6CIH
W1/GM-122,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Kettle Mountain,664,2177,-72.3358,44.3028,-72.3358,44.3028,1,0,01/09/2009,31/12/2099,1,03/05/2025,KC1WPI
W1/GM-123,USA - CT / ME / MA / NH / RI / VT,Green Mountains,BM Lowell,723,2372,-72.3497,44.8019,-72.3497,44.8019,1,0,01/09/2009,31/12/2099,0,,
W1/GM-124,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 900M+,903,2963,-72.8225,42.9917,-72.8225,42.9917,4,3,01/09/2009,31/12/2099,0,,
W1/GM-125,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Houghton Mountain,943,3095,-73.0853,42.8189,-73.0853,42.8189,4,3,01/09/2009,31/12/2099,0,,
W1/GM-126,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Dewey Mountain,1027,3370,-72.8217,44.4939,-72.8217,44.4939,6,3,01/09/2009,31/12/2099,1,09/10/2025,W3QP
W1/GM-127,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Madonna Peak,1113,3650,-72.7589,44.5614,-72.7589,44.5614,8,3,01/09/2009,31/12/2099,15,14/06/2025,WB2LJK/P
W1/GM-128,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1780+,546,1790,-72.1842,43.9633,-72.1842,43.9633,1,0,01/09/2009,31/12/2099,1,14/09/2017,W1DMH
W1/GM-129,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Knox Mountain,941,3086,-72.3561,44.1656,-72.3561,44.1656,4,3,01/09/2009,31/12/2099,1,23/03/2025,WB2LJK/P
W1/GM-130,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2444,745,2444,-72.3714,44.1303,-72.3714,44.1303,1,0,01/09/2009,31/12/2099,0,,
W1/GM-131,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Long Meadow Hill,613,2010,-72.5375,44.3464,-72.5375,44.3464,1,0,01/09/2009,31/12/2099,1,11/09/2025,KC1WPI
W1/GM-132,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Middle Mountain,898,2947,-71.8316,44.9172,-71.8316,44.9172,2,3,01/09/2009,31/12/2099,1,12/03/2023,VA2EO/W1
W1/GM-133,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Chase Mountain,629,2064,-72.6831,44.2244,-72.6831,44.2244,1,0,01/09/2009,31/12/2099,1,05/05/2025,KC1WPI
W1/GM-134,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Grant,1104,3623,-72.9258,44.0522,-72.9258,44.0522,8,3,01/09/2009,31/12/2099,2,30/07/2017,KC1APK
W1/GM-135,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Minister Hill,645,2115,-73.1861,43.1425,-73.1861,43.1425,1,0,01/09/2009,31/12/2099,0,,
W1/GM-136,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Terrible Mountain,878,2882,-72.7436,43.3136,-72.7436,43.3136,2,3,01/09/2009,31/12/2099,0,,
W1/GM-137,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Hobart Mountain,668,2190,-72.4997,44.4142,-72.4997,44.4142,1,0,01/09/2009,31/12/2099,1,16/06/2025,KC1WPI
W1/GM-138,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1280+,393,1290,-73.0581,43.6736,-73.0581,43.6736,1,0,01/09/2009,31/12/2099,0,,
W1/GM-139,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Burnt Mountain,539,1768,-72.77,44.7503,-72.77,44.7503,1,0,01/09/2009,31/12/2099,0,,
W1/GM-140,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2808,856,2808,-72.8578,43.6822,-72.8578,43.6822,2,3,01/09/2009,31/12/2099,1,13/12/2025,K2CPT
W1/GM-141,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Little Ascutney Mountain,521,1709,-72.5039,43.425,-72.5039,43.425,1,0,01/09/2009,31/12/2099,1,11/06/2018,W1DMH
W1/GM-142,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Thistle Hill,599,1964,-72.4803,43.6956,-72.4803,43.6956,1,0,01/09/2009,31/12/2099,3,23/11/2019,KG6CIH
W1/GM-143,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Burnt Mountain,854,2803,-72.7722,43.5417,-72.7722,43.5417,2,3,01/09/2009,31/12/2099,0,,
W1/GM-144,USA - CT / ME / MA / NH / RI / VT,Green Mountains,East Mountain,417,1368,-72.5939,42.7675,-72.5939,42.7675,1,0,01/09/2009,31/12/2099,2,08/02/2023,KB1JFQ
W1/GM-145,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Pisgah,843,2766,-72.0312,44.7299,-72.0312,44.7299,2,3,01/09/2009,31/12/2099,11,09/07/2025,KC1OFX
W1/GM-146,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Danby Hill,628,2062,-73.0331,43.3703,-73.0331,43.3703,1,0,01/09/2009,31/12/2099,0,,
W1/GM-147,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Deer Mountain,657,2156,-72.7325,43.9119,-72.7325,43.9119,1,0,01/09/2009,31/12/2099,0,,
W1/GM-148,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bellevue Hill,399,1310,-73.065,44.7817,-73.065,44.7817,1,0,01/09/2009,31/12/2099,2,31/08/2018,W1DMH
W1/GM-149,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Philo,302,990,-73.2164,44.2783,-73.2164,44.2783,1,0,01/09/2009,31/12/2099,43,13/09/2025,KC1QXL
W1/GM-150,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1720+,527,1730,-73.0358,44.2708,-73.0358,44.2708,1,0,01/09/2009,31/12/2099,0,,
W1/GM-151,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3030,924,3030,-72.7853,43.9531,-72.7853,43.9531,4,3,01/09/2009,31/12/2099,0,,
W1/GM-152,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Ricker Mountain,1039,3410,-72.8256,44.4206,-72.8256,44.4206,6,3,01/09/2009,31/12/2099,7,06/10/2025,W3QP
W1/GM-153,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Shrewsbury Peak,1137,3730,-72.8061,43.5758,-72.8061,43.5758,8,3,01/09/2009,31/12/2099,11,10/08/2025,N1ZF
W1/GM-154,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 563M,563,1847,-72.6247,43.1167,-72.6247,43.1167,1,0,01/09/2009,31/12/2099,1,02/05/2018,W1DMH
W1/GM-155,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Philadelphia Peak,976,3203,-72.8864,43.9,-72.8864,43.9,4,3,01/09/2009,31/12/2099,0,,
W1/GM-156,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Markham Mountain,759,2490,-72.7664,43.2833,-72.7664,43.2833,1,0,01/09/2009,31/12/2099,0,,
W1/GM-157,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Pinnacle,777,2549,-72.8575,43.1244,-72.8575,43.1244,1,0,01/09/2009,31/12/2099,1,25/08/2021,W1DMH
W1/GM-158,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Wheeler Mountain,723,2371,-72.0911,44.7343,-72.0911,44.7343,1,0,01/09/2009,31/12/2099,2,21/07/2025,KC1OFX
W1/GM-159,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Seneca Mountain,967,3174,-71.8034,44.695,-71.8034,44.695,4,3,01/09/2009,31/12/2099,0,,
W1/GM-160,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Goudreault Hill,613,2012,-71.8467,44.4417,-71.8467,44.4417,1,0,01/09/2009,31/12/2099,0,,
W1/GM-161,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Ball Mountain,535,1755,-72.7736,43.1194,-72.7736,43.1194,1,0,01/09/2009,31/12/2099,1,25/08/2021,W1DMH
W1/GM-162,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Rochester Mountain,900,2953,-72.7481,43.8669,-72.7481,43.8669,4,3,01/09/2009,31/12/2099,1,25/04/2019,W1DMH
W1/GM-163,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Green Mountain,762,2500,-72.9642,43.3978,-72.9642,43.3978,1,0,01/09/2009,31/12/2099,0,,
W1/GM-164,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Hancock Mountain,629,2065,-72.8278,43.9389,-72.8278,43.9389,1,0,01/09/2009,31/12/2099,0,,
W1/GM-165,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1663,507,1663,-73.0794,44.1994,-73.0794,44.1994,1,0,01/09/2009,31/12/2099,0,,
W1/GM-166,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 913M,913,2995,-72.9444,42.8244,-72.9444,42.8244,4,3,01/09/2009,31/12/2099,1,18/01/2026,WB2LJK/P
W1/GM-167,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bald Mountain,637,2090,-72.9192,43.5842,-72.9192,43.5842,1,0,01/09/2009,31/12/2099,5,05/07/2022,KE8OKM
W1/GM-168,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Cobb,485,1592,-72.74,44.3011,-72.74,44.3011,1,0,01/09/2009,31/12/2099,1,28/08/2020,W1DMH
W1/GM-169,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bear Hill,619,2030,-72.6339,44.0428,-72.6339,44.0428,1,0,01/09/2009,31/12/2099,11,13/09/2025,KC1QXL
W1/GM-170,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Colton Hill,728,2390,-72.3669,43.9525,-72.3669,43.9525,1,0,01/09/2009,31/12/2099,0,,
W1/GM-171,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Delectable Mountain,820,2690,-72.6806,43.7003,-72.6806,43.7003,2,3,01/09/2009,31/12/2099,0,,
W1/GM-172,USA - CT / ME / MA / NH / RI / VT,Green Mountains,O P Hill,448,1470,-72.9236,44.4661,-72.9236,44.4661,1,0,01/09/2009,31/12/2099,0,,
W1/GM-173,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1960+,600,1970,-73.1378,43.5678,-73.1378,43.5678,1,0,01/09/2009,31/12/2099,0,,
W1/GM-174,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Pinnacle,307,1008,-73.2672,43.7739,-73.2672,43.7739,1,0,01/09/2009,31/12/2099,0,,
W1/GM-175,USA - CT / ME / MA / NH / RI / VT,Green Mountains,East Mountain,727,2386,-72.9158,43.6167,-72.9158,43.6167,1,0,01/09/2009,31/12/2099,0,,
W1/GM-176,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Black Mountain,860,2822,-71.7475,44.9271,-71.7475,44.9271,2,3,01/09/2009,31/12/2099,0,,
W1/GM-177,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Giddings Hill,399,1309,-72.8097,44.8164,-72.8097,44.8164,1,0,01/09/2009,31/12/2099,0,,
W1/GM-178,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2101,640,2101,-72.8633,44.1503,-72.8633,44.1503,1,0,01/09/2009,31/12/2099,1,19/10/2025,W1IR
W1/GM-179,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 750M+,753,2471,-72.705,43.1739,-72.705,43.1739,1,0,01/09/2009,31/12/2099,1,10/02/2019,W1DMH
W1/GM-180,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Buck Mountain,282,925,-73.2339,44.1258,-73.2339,44.1258,1,0,01/09/2009,31/12/2099,12,02/10/2025,W1IR
W1/GM-181,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Molly Stark Mountain,904,2967,-72.9267,44.2219,-72.9267,44.2219,4,3,01/09/2009,31/12/2099,10,06/10/2025,W1IR
W1/GM-182,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Haystack Mountain,974,3195,-72.5381,44.8233,-72.5381,44.8233,4,3,01/09/2009,31/12/2099,3,01/01/2026,WB2LJK/P
W1/GM-183,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pico Peak,1206,3957,-72.8361,43.6394,-72.8361,43.6394,10,3,01/09/2009,31/12/2099,45,04/10/2025,K2CPT
W1/GM-184,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Cobble Hill,277,910,-73.135,44.5989,-73.135,44.5989,1,0,01/09/2009,31/12/2099,7,29/09/2025,W1IR
W1/GM-185,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1760+,539,1770,-72.9125,44.4092,-72.9125,44.4092,1,0,01/09/2009,31/12/2099,2,26/09/2025,W1IR
W1/GM-186,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3230,985,3230,-72.8522,43.8061,-72.8522,43.8061,4,3,01/09/2009,31/12/2099,0,,
W1/GM-187,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Tumino's Victory,1040,3412,-73.0311,43.0281,-73.0311,43.0281,6,3,01/09/2009,31/12/2099,2,09/02/2023,KB1JFQ
W1/GM-188,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Peabody Hill,856,2808,-72.8375,43.3253,-72.8375,43.3253,2,3,01/09/2009,31/12/2099,0,,
W1/GM-189,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Wrights Mountain,555,1822,-72.1703,44.0439,-72.1703,44.0439,1,0,01/09/2009,31/12/2099,6,23/10/2025,WX1S
W1/GM-190,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Turkey Mountain,675,2215,-72.7469,43.1322,-72.7469,43.1322,1,0,01/09/2009,31/12/2099,1,02/04/2019,W1DMH
W1/GM-191,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bald Mountain,731,2398,-72.6886,43.5836,-72.6886,43.5836,1,0,01/09/2009,31/12/2099,0,,
W1/GM-192,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Pattern,564,1850,-73.2064,43.3483,-73.2064,43.3483,1,0,01/09/2009,31/12/2099,0,,
W1/GM-193,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2034,620,2034,-73.1103,43.7222,-73.1103,43.7222,1,0,01/09/2009,31/12/2099,0,,
W1/GM-194,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Richmond Hill,656,2153,-72.6467,43.5672,-72.6467,43.5672,1,0,01/09/2009,31/12/2099,0,,
W1/GM-195,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Garvin Hill,552,1812,-72.4847,43.5819,-72.4847,43.5819,1,0,01/09/2009,31/12/2099,1,21/05/2017,W1DMH
W1/GM-196,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Mount Hoag,686,2252,-73.0969,43.3778,-73.0969,43.3778,1,0,01/09/2009,31/12/2099,0,,
W1/GM-197,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Hardwood Mountain,684,2244,-72.3431,44.2839,-72.3431,44.2839,1,0,01/09/2009,31/12/2099,0,,
W1/GM-198,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Little Pond Mountain,1015,3331,-73.0575,42.9383,-73.0575,42.9383,6,3,01/09/2009,31/12/2099,4,24/05/2024,KG6CIH
W1/GM-199,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Antone Mountain,796,2610,-73.1911,43.2544,-73.1911,43.2544,1,0,01/09/2009,31/12/2099,3,18/10/2024,K7MK
W1/GM-200,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Arrowhead Mountain,283,930,-73.1203,44.6706,-73.1203,44.6706,1,0,01/09/2009,31/12/2099,2,03/07/2024,KB1RVN
W1/GM-201,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 1900+,582,1910,-72.5608,43.7147,-72.5608,43.7147,1,0,01/09/2009,31/12/2099,0,,
W1/GM-202,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2970,905,2970,-73.0589,42.8167,-73.0589,42.8167,4,3,01/09/2009,31/12/2099,0,,
W1/GM-203,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Bull Hill,502,1647,-72.5697,43.1775,-72.5697,43.1775,1,0,01/09/2009,31/12/2099,1,02/05/2018,W1DMH
W1/GM-204,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 808M,808,2651,-72.9325,42.855,-72.9325,42.855,2,3,01/09/2009,31/12/2099,0,,
W1/GM-205,USA - CT / ME / MA / NH / RI / VT,Green Mountains,The Darning Needle,879,2883,-72.8489,43.7353,-72.8489,43.7353,2,3,01/09/2009,31/12/2099,0,,
W1/GM-206,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Jillison Hill,675,2215,-72.8717,42.7528,-72.8717,42.7528,1,0,01/09/2009,31/12/2099,3,02/05/2015,N1FJ
W1/GM-207,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Jolly Mountain,621,2038,-72.7236,42.7781,-72.7236,42.7781,1,0,01/09/2009,31/12/2099,4,07/12/2024,KC1SRI
W1/GM-208,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 2702,824,2702,-72.3142,44.2425,-72.3142,44.2425,2,3,01/09/2009,31/12/2099,0,,
W1/GM-209,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Camp Hill,471,1545,-72.4542,43.345,-72.4542,43.345,1,0,01/09/2009,31/12/2099,1,11/06/2018,W1DMH
W1/GM-210,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 486M+,489,1604,-72.7022,44.8839,-72.7022,44.8839,1,0,01/09/2009,31/12/2099,0,,
W1/GM-211,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 684M+,687,2254,-72.2619,44.6539,-72.2619,44.6539,1,0,01/09/2009,31/12/2099,0,,
W1/GM-212,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Sawyer Rocks,716,2350,-72.7411,43.4475,-72.7411,43.4475,1,0,01/09/2009,31/12/2099,1,23/05/2018,W1DMH
W1/GM-213,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 3515,1071,3515,-73.0639,43.3089,-73.0639,43.3089,6,3,01/09/2009,31/12/2099,1,09/05/2019,W1DMH
W1/GM-214,USA - CT / ME / MA / NH / RI / VT,Green Mountains,Pt. 901M,901,2956,-72.8736,42.9944,-72.8736,42.9944,4,3,01/09/2009,31/12/2099,1,08/03/2017,W1DMH
